category,create_date,title,country,price,area,state,location,subarea,class,bin_class
cell phones,3/13/15 13:26,iPhone 6 64 Gb cracked sprint,US,350,atlanta,GA, (West Atlanta),all atlanta,6,1
cell phones,3/13/15 13:28,"iPhone 5, 16gb, clean ESN, no contract, GSM AT&amp;T, icloud acct removed",US,265,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,3/13/15 14:01,IPhone 5s,US,240,atlanta,GA,,all atlanta,5s,1
cell phones,3/13/15 14:46,iPhone 5s 16gb Black&amp; Gold,US,325,atlanta,GA,,all atlanta,5s,1
cell phones,3/13/15 14:54,iPhone 5 16 GB unlocked,US,270,atlanta,GA,,all atlanta,5,1
cell phones,3/13/15 15:01,iPhone 5S,US,350,atlanta,GA,,all atlanta,5s,1
cell phones,3/13/15 15:06,iphone 4s factory unlocked,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,3/13/15 15:09,BRAND NEW T-Mobile / Metro iPhone 5S 16GB - GOLD - CLEAN IMEI,US,400,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,3/13/15 15:21,2 iPhone 4 - Verizon &amp; At&amp;t,US,120,atlanta,GA, (Lithonia),all atlanta,4,1
cell phones,3/13/15 15:28,iPhone 5C,US,250,atlanta,GA, (Duluth GA),all atlanta,5c,1
cell phones,3/13/15 15:28,BRAND NEW - T-Mobile iPhone 6 Plus 16GB Space Grey CLEAN IMEI **NEW**,US,660,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,3/13/15 15:29,**BRAND NEW 16GB iPhone 5S Silver T-Mobile CLEAN IMEI GUARANTEED**,US,400,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5s,1
cell phones,3/13/15 15:29,IPHONE 5C (SPRINT),US,279,atlanta,GA, (Norcross),all atlanta,5c,1
cell phones,3/13/15 15:30,**EXCELLENT MINT 16GB iPhone 5S Silver AT&amp;T FACTORY UNLOCKED**,US,390,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5s,1
cell phones,3/13/15 15:31,**EXCELLENT 32GB iPhone 5S Gold AT&amp;T CLEAN IMEI GUARANTEED**,US,390,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5s,1
cell phones,3/13/15 15:32,**BRAND NEW 16GB iPhone 6 Space Gray T-Mobile CLEAN IMEI GUARANTEED**,US,570,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/13/15 15:34,**BRAND NEW 128GB iPhone 6 Gold/Gray AT&amp;T CLEAN IMEI GUARANTEED**,US,730,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/13/15 15:35,**BRAND NEW 128GB iPhone 6 Space Gray T-Mobile CLEAN IMEI GUARANTEED**,US,730,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/13/15 15:36,EXCELLENT MINT - Sprint iPhone 4S 16GB Black or White **CLEAN ESN**,US,130,atlanta,GA," (Express Electronics, Duluth)",all atlanta,4s,1
cell phones,3/13/15 15:36,BRAND NEW SEALED 128GB iPhone 6 Space Gray AT&amp;T CLEAN IMEI GUARANTEED,US,730,atlanta,GA," (Express Electronics, duluth)",all atlanta,6,1
cell phones,3/13/15 15:38,BRAND NEW - T-Mobile iPhone 6 16GB Gold *CLEAN IMEI*,US,570,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,3/13/15 15:42,GREAT CONDITION - Apple iPhone 5 32GB White ***FACTORY UNLOCKED***,US,310,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5,1
cell phones,3/13/15 15:47,IPHONE 5C 8GB FACTORY UNLOCKED BRAND NEW (WHITE/GREEN),US,320,atlanta,GA, (MORROW GA),all atlanta,5c,1
cell phones,3/13/15 15:47,Apple iPhone 5 16GB (black),US,180,atlanta,GA, (Braselton),all atlanta,5,1
cell phones,3/13/15 15:56,IPHONE 6 PLUS 64GB FACTORY UNLOCKED BRAND NEW SILVER,US,870,atlanta,GA, (MORROW GA),all atlanta,6+,1
cell phones,3/13/15 16:00,32 gig iPhone 5s at&amp;t,US,140,atlanta,GA, (atlanta),all atlanta,5s,1
cell phones,3/13/15 16:02,IPHONE 5C 16GB SPRINT CLEAN ESN EXCELLENT CONDITION,US,200,atlanta,GA, (MORROW GA),all atlanta,5c,1
cell phones,3/13/15 16:20,iPhone 6 white/silver 128gb AT&amp;T,US,160,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,3/13/15 16:21,iPhone 5s Carrier locked to Att,US,220,atlanta,GA, (Lithonia),all atlanta,5s,1
cell phones,3/13/15 16:28,"iPhone 6 Plus (16 gb, Space Gray, Brand New Condition)",US,545,atlanta,GA, (East Cobb / Marietta / Kennesaw / Smyrna),all atlanta,6+,1
cell phones,3/13/15 16:41,iphone 5 att,US,280,atlanta,GA, (norcross),all atlanta,5,1
cell phones,3/13/15 17:20,unlocked iPhone 5 sliver 16 gb,US,220,atlanta,GA, (Marietta),all atlanta,5,1
cell phones,3/13/15 17:30,Sprint Iphone 5c for parts. Icloud locked,US,110,atlanta,GA, (Lawrenceville/dunwoody),all atlanta,5c,1
cell phones,3/13/15 17:32,iphone 5c,US,125,atlanta,GA,,all atlanta,5c,1
cell phones,3/13/15 17:38,Iphone 5s 16gb Gold &amp; Black MUST SEE,US,300,atlanta,GA,,all atlanta,5s,1
cell phones,3/13/15 18:11,selling iPhone 4,US,150,atlanta,GA, (Cumming),all atlanta,4,1
cell phones,3/13/15 18:18,IPHONE 4S 16GB **MINT**,US,135,atlanta,GA, (Cobb),all atlanta,4s,1
cell phones,3/13/15 18:19,iPhone 6 T-Mobile,US,575,atlanta,GA, (Lithonia),all atlanta,6,1
cell phones,3/13/15 18:38,Iphone 6 AT&amp;T,US,550,atlanta,GA,,all atlanta,6,1
cell phones,3/13/15 18:39,Iphone 5 32GB like new,US,250,atlanta,GA, (Alpharetta),all atlanta,5,1
cell phones,3/13/15 18:50,Iphone 6 16gb Gold NEW $550,US,550,atlanta,GA, (duluth),all atlanta,6,1
cell phones,3/13/15 19:21,new iPhone 6 - 64GB GOLD - verizon,US,725,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,3/13/15 19:24,"iPhone 5C 8GB Pink, GSM Unlocked-MINT CONDITION!",US,249,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,3/13/15 19:32,brand new sealed 128 gb iphone 6 verizon,US,900,atlanta,GA, (lithonia),all atlanta,6,1
cell phones,3/13/15 20:56,iphone 4 s,US,70,atlanta,GA,,all atlanta,4s,1
cell phones,3/13/15 20:58,iPhone 4 for sale $100,US,100,atlanta,GA,,all atlanta,4,1
cell phones,3/13/15 21:08,Used iPhone 4 8GB VERIZON,US,65,atlanta,GA, (Mall of Ga),all atlanta,4,1
cell phones,3/13/15 21:11,Verizon IPhone 5 S Gold / LifeProof Case,US,400,atlanta,GA, (Lawrenceville),all atlanta,5s,1
cell phones,3/13/15 21:11,AT&amp;T iPhone,US,175,atlanta,GA, (Local),all atlanta,0,1
cell phones,3/13/15 21:14,Iphone 6 Plus for Straight Talk,US,650,atlanta,GA, (Lithonia),all atlanta,6+,1
cell phones,3/13/15 21:52,64GB iPhone 5 - AT&amp;T Unlocked,US,250,atlanta,GA, (Lawrenceville),all atlanta,5,1
cell phones,3/13/15 22:32,I need an s4 iphone 5s or note 3,US,200,atlanta,GA, (smyrna),all atlanta,0,0
cell phones,3/13/15 22:38,at&amp;t iPhone 4s 16g,US,100,atlanta,GA, (loganville),all atlanta,4s,1
cell phones,3/13/15 22:44,Iphone 5s,US,325,atlanta,GA, (Cumming),all atlanta,5s,1
cell phones,3/13/15 23:21,Verizon iPhone 5s Gold 16gb,US,375,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,3/13/15 23:23,Verizon iPhone 5s Gold 16gb,US,375,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,3/13/15 23:45,Gold iPhone 6 At&amp;t,US,400,atlanta,GA,,all atlanta,6,1
cell phones,3/13/15 23:50,iPhone 5 32g White,US,250,atlanta,GA, (Dallas),all atlanta,5,1
cell phones,3/14/15 0:02,Apple IPhone 6 16GB (At&amp;t),US,495,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/14/15 0:05,Verizon iphone 5s 32GB,US,300,atlanta,GA, (Candler Park),all atlanta,5s,1
cell phones,3/14/15 0:21,iPhone 5 - 32 GB **unlocked** GSM/CDMA compatible - near perfect,US,290,atlanta,GA, (Buford),all atlanta,5,1
cell phones,3/14/15 2:30,$100 iPhone 4s,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,3/14/15 2:31,Galaxy S5! iphone 4s! obo.,US,300,atlanta,GA, (Mableton),all atlanta,0,0
cell phones,3/14/15 4:16,good iphone 4s for sale,US,90,atlanta,GA,,all atlanta,4s,1
cell phones,3/14/15 6:36,Iphone 4s 16gb White verizon,US,140,atlanta,GA, (Buford),all atlanta,4s,1
cell phones,3/14/15 5:58,"iPhone 4s, Lifeproof case, Mophie battery extension case and Belt Clip",US,195,atlanta,GA, (Midtown),all atlanta,4s,1
cell phones,3/14/15 7:12,"Iphone 6, unlocked for any carrier,128GB",US,750,atlanta,GA, (Downtown atl),all atlanta,6,1
cell phones,3/14/15 7:49,Iphone 5 tmobile white clean mint condition,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,3/14/15 7:55,Sprint iPhone 5s 16gb,US,150,atlanta,GA, (Lithonia),all atlanta,5s,1
cell phones,3/14/15 8:19,iPhone 6 T-Mobile,US,500,atlanta,GA, (Lithonia),all atlanta,6,1
cell phones,3/14/15 8:36,iPhone 6+ 128gb Gold (Sprint Prepaid),US,750,atlanta,GA, (Columbus),all atlanta,6+,1
cell phones,3/14/15 8:36,iPhone 5c unlocked,US,220,atlanta,GA, (Stone Mountain),all atlanta,5c,1
cell phones,3/14/15 8:41,iPhone 5c unlocked,US,220,atlanta,GA, (Stone Mountain),all atlanta,5c,1
cell phones,3/14/15 9:34,iPhone 5 32 GB unlocked,US,284,atlanta,GA,,all atlanta,5,1
cell phones,3/14/15 9:37,iPhone 5s Virgin Mobile,US,350,atlanta,GA, (peachtree city),all atlanta,5s,1
cell phones,3/14/15 9:38,iPhone 5s (16gb),US,310,atlanta,GA, (Roswell),all atlanta,5s,1
cell phones,3/14/15 9:49,iPhone 5 16GB White Factory Unlocked,US,220,atlanta,GA, (Roswell),all atlanta,5,1
cell phones,3/14/15 10:37,iPhone 5s Brand New Black &amp; Gold,US,300,atlanta,GA,,all atlanta,5s,1
cell phones,3/14/15 10:47,iPhone 5 for sale AT&amp;T,US,200,atlanta,GA, (Canton),all atlanta,5,1
cell phones,3/14/15 10:59,Sprint iPhone 5c need gone asap,US,160,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,3/14/15 11:00,"iPhone 5c 16gb Green in good condition! Att, and clean esn",US,280,atlanta,GA, (norcross),all atlanta,5c,1
cell phones,3/14/15 11:00,iPhone 3GS in pristine condition,US,100,atlanta,GA, (Norcross),all atlanta,3g,1
cell phones,3/14/15 11:03,iPhone 4 s,US,60,atlanta,GA, (Atlanta),all atlanta,4s,1
cell phones,3/14/15 11:08,Iphone 5C Green By Sprint 16Gb,US,230,atlanta,GA, (Doraville),all atlanta,5c,1
cell phones,3/14/15 11:28,Iphone 5c's unlocked different colors,US,300,atlanta,GA, (marietta),all atlanta,5c,1
cell phones,3/14/15 11:32,iPhone 5 T-Mobile (unlocked),US,200,atlanta,GA,,all atlanta,5,1
cell phones,3/14/15 11:33,IPhone 6 16GB (T-Mobile),US,550,atlanta,GA,,all atlanta,6,1
cell phones,3/14/15 11:42,Iphone 6 Space grey,US,550,atlanta,GA,,all atlanta,6,1
cell phones,3/14/15 11:44,Like new Iphone 4 - Verizon,US,75,atlanta,GA, (Tucker/Decatur),all atlanta,4,1
cell phones,3/14/15 12:05,iPhone 6 T-Mobile,US,550,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/14/15 12:08,IPhone 5c pink att,US,175,atlanta,GA, (Norcross),all atlanta,5c,1
cell phones,3/14/15 12:25,White iPhone 5 Sprint - excellent condition,US,250,atlanta,GA, (Lawrenceville),all atlanta,5,1
cell phones,3/14/15 12:30,-IPhone 5c - Factory Unlocked -,US,349,atlanta,GA, (Austell),all atlanta,5c,1
cell phones,3/14/15 12:30,iPhone 6 AT&amp;T,US,625,atlanta,GA, (Norcross),all atlanta,6,1
cell phones,3/14/15 12:36,iPhone 6 Unlocked 16gb Space Gray (NEW),US,599,atlanta,GA, ((1227 Battlefield Parkway)),all atlanta,6,1
cell phones,3/14/15 12:44,White Verizon iPhone 5,US,250,atlanta,GA, (Covington),all atlanta,5,1
cell phones,3/14/15 12:55,iPhone 4S Virgin Mobile,US,160,atlanta,GA, (Powder Springs),all atlanta,4s,1
cell phones,3/14/15 13:02,iPhone 5 T-Mobile 16gb,US,180,atlanta,GA, (lawrenceville),all atlanta,5,1
cell phones,3/14/15 13:08,Virgin Mobile iPhone 5 16GB,US,230,atlanta,GA, (Powder Springs),all atlanta,5,1
cell phones,3/14/15 13:09,"iPhone 5S 16GB Gold Sprint CLEAN ESN, Excellent Condition",US,300,atlanta,GA, (Duluth),all atlanta,5s,1
cell phones,3/14/15 13:21,"Sell Us Your Iphones, Ipads, Macbooks (iPhone 5s, 6, 6 plus)",US,850,atlanta,GA," (Jimmy Carter, Woodstock)",all atlanta,0,0
cell phones,3/14/15 13:25,Iphone 4,US,90,atlanta,GA, (Dallas),all atlanta,4,1
cell phones,3/14/15 13:26,Iphone 4S (Sprint 16GB) - Excellent Condition,US,150,atlanta,GA,,all atlanta,4s,1
cell phones,3/14/15 13:38,iPhone 6+ T-Mobile,US,600,atlanta,GA, (Marietta),all atlanta,6+,1
cell phones,3/14/15 13:48,Iphone 4s unlocked,US,60,atlanta,GA, (Sandy Springs/Roswell),all atlanta,4s,1
cell phones,3/14/15 13:51,BRAND NEW Sprint iPhone 5C White - CLEAN ESN,US,250,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,3/14/15 13:51,BRAND NEW Sprint iPhone 6 64GB Gold - CLEAN ESN,US,600,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/14/15 13:58,iPhone 5S 16GB Gold (AT&amp;T GSM),US,349,atlanta,GA, (Gwinnett),all atlanta,5s,1
cell phones,3/14/15 14:04,iPhone 6plus UNLOCKED GSM 128gigs Silver,US,800,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/14/15 14:04,iphone 4 32 G,US,175,atlanta,GA, (griffin),all atlanta,4,1
cell phones,3/14/15 14:19,iPhone 6 64g White Sprint,US,550,atlanta,GA, (Marietta),all atlanta,6,1
cell phones,3/14/15 14:19,GOLD iPhone 6 UNLOCKED GSM 16gb,US,650,atlanta,GA, (sandy springs/atlanta),all atlanta,6,1
cell phones,3/14/15 16:24,iphone 5s 16gb at&amp;t,US,220,atlanta,GA,,all atlanta,5s,1
cell phones,3/14/15 16:36,**Brand new and unlocked IPhone 6**,US,499,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/14/15 17:06,IPHONE 4S WHITE 16GB EXCELLENT$150 (NORCROSS),US,175,atlanta,GA, (NORCROSS),all atlanta,4s,1
cell phones,3/14/15 17:13,AT&amp;T Iphone 5s Tiny Crack 300 obo,US,300,atlanta,GA, (flowery branch),all atlanta,5s,1
cell phones,3/14/15 17:24,White Iphone 5s Unlocked,US,350,atlanta,GA, (Norcross),all atlanta,5s,1
cell phones,3/14/15 17:30,Att iphone 6 plus unlocked,US,470,atlanta,GA, (Cobb),all atlanta,6+,1
cell phones,3/14/15 17:46,iPhones 4s AT&amp;T with iPhone speaker dock,US,150,atlanta,GA, (Loganville),all atlanta,4s,1
cell phones,3/14/15 18:20,IPhone 4S Verizon Network,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,3/14/15 18:22,Sprint IPhone 4s 16gb,US,120,atlanta,GA, (Forsyth County),all atlanta,4s,1
cell phones,3/14/15 18:31,Verizon iPhone 5s Gold 16gb,US,375,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,3/14/15 18:33,NIB iPhone 6 64 gb ATT Cricket H20 can be unlocked,US,600,atlanta,GA," (Doraville, Norcross, Chamblee)",all atlanta,6,1
cell phones,3/14/15 18:52,IPHONE 5S 64GB GOLD,US,450,atlanta,GA, (Lawrenceville. Ga),all atlanta,5s,1
cell phones,3/14/15 18:52,Iphone 5 At&amp;t 16 gb,US,110,atlanta,GA, (duluth),all atlanta,5,1
cell phones,3/14/15 19:13,Iphone 6 Plus Wanted!,US,500,atlanta,GA,,all atlanta,0,0
cell phones,3/14/15 19:26,new iPhone 5C pink T-mobile,US,180,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,3/14/15 19:32,IPhone 5s,US,175,atlanta,GA, (Stone Mountain),all atlanta,5s,1
cell phones,3/14/15 19:46,Factory Unlocked iphone 5s 16GB,US,360,atlanta,GA, (lawrenceville),all atlanta,5s,1
cell phones,3/14/15 19:55,"16gb Iphone 5 slate black, only charged 16 times! carrier unlocked!",US,285,atlanta,GA, (Gainesville),all atlanta,5,1
cell phones,3/14/15 20:22,Iphone 6 16gb Gold VERIZON NEW $550,US,550,atlanta,GA, (duluth),all atlanta,0,0
cell phones,3/14/15 20:30,iPhone 6 Otter Box Resurgence Case,US,75,atlanta,GA,,all atlanta,6,1
cell phones,3/14/15 20:49,iPhone 5C Pink Perfect condition AT&amp;T,US,180,atlanta,GA, (Canton),all atlanta,5c,1
cell phones,3/14/15 21:06,Sprint iPhone 5c 16Gb,US,200,atlanta,GA, (Snellville),all atlanta,5c,1
cell phones,3/14/15 21:07,Sprint pink iPhone 5c 16Gb,US,200,atlanta,GA, (Snellville),all atlanta,5c,1
cell phones,3/14/15 21:18,Brand New iPhone 6 Plus 16gb Gold (Sprint) - $575 (Lawrenceville),US,575,atlanta,GA, (lawrenceville),all atlanta,6+,1
cell phones,3/14/15 21:32,Sprint iPhone 5c - 16Gb,US,200,atlanta,GA, (McDonough),all atlanta,5c,1
cell phones,3/14/15 22:09,iPhone 4S / Sprint / 16GB / white / (mint condition &amp; unlock capable!),US,100,atlanta,GA, (old fourth ward),all atlanta,4s,1
cell phones,3/14/15 22:10,iPhone 5 16gb,US,200,atlanta,GA, (west cobb),all atlanta,5,1
cell phones,3/14/15 22:10,Iphone 4 (16 Gb),US,100,atlanta,GA, (Dunwoody),all atlanta,4,1
cell phones,3/14/15 22:55,"unlocked, white, 16GB iPhone 5",US,225,atlanta,GA,,all atlanta,5,1
cell phones,3/14/15 23:32,Brand New iPhone 5,US,350,atlanta,GA, (atlanta ga),all atlanta,5,1
cell phones,3/14/15 23:35,iPhone 5C 32 gig,US,200,atlanta,GA, (Canton),all atlanta,5c,1
cell phones,3/14/15 23:41,➨➨➨NIB iPhone 6 64 gb ATT Cricket H20 or can be unlocked 4,US,600,atlanta,GA," (Doraville, Norcross, Chamblee)",all atlanta,6,1
cell phones,3/14/15 23:47,iPhone 5S for sale $280,US,280,atlanta,GA,,all atlanta,5s,1
cell phones,3/14/15 23:48,Sprint iPhone 5 16 gig,US,200,atlanta,GA, (Woodstock),all atlanta,5,1
cell phones,3/15/15 0:29,~!~ AT&amp;T PINK IPHONE 5C CLEAN IEMI WITH EXTRAS BUNDLE PACK ~!~,US,250,atlanta,GA, (JIMMY CARTER/NORCROSS/GWINNETT/ATLANTA),all atlanta,5c,1
cell phones,3/15/15 1:00,iPhone 6 Sprint 16GB,US,480,atlanta,GA, (Covington),all atlanta,6,1
cell phones,3/15/15 1:11,Unlocked AT&amp;T iphone 4 sell/trade or 4 and 4s trade,US,120,atlanta,GA, (Stanton rd),all atlanta,0,0
cell phones,3/15/15 1:28,IPHONE 5S 64 GB FACTORY UNLOCK UNLOCKED,US,425,atlanta,GA, (Lawrenceville),all atlanta,5s,1
cell phones,3/15/15 2:03,iPhone 5 c,US,275,atlanta,GA, (Griffin),all atlanta,5c,1
cell phones,3/15/15 3:05,Tmobile iPhone 5 white with otter box,US,225,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,3/15/15 3:49,iPhone 5,US,210,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,3/15/15 3:51,iPhone 5 AT&amp;T,US,215,atlanta,GA, (Brookhaven),all atlanta,5,1
cell phones,3/15/15 4:14,New Pink iPhone 5c 16GB,US,350,atlanta,GA, (Lilburn),all atlanta,5c,1
cell phones,3/15/15 6:21,➨➨➨NIB iPhone 6 64 gb ATT Cricket H20 or can be unlocked,US,600,atlanta,GA," (Doraville, Norcross, Chamblee)",all atlanta,6,1
cell phones,3/15/15 7:02,**iPhone 5S International (Unlocked),US,350,atlanta,GA,,all atlanta,5s,1
cell phones,3/15/15 7:03,**iPhone 5S International (Unlocked),US,350,atlanta,GA,,all atlanta,5s,1
cell phones,3/15/15 7:12,iPhone 5s,US,400,atlanta,GA, (Norcross),all atlanta,5s,1
cell phones,3/15/15 9:01,Wanted iPhone 5 5c 5s locked or not,US,100,atlanta,GA, (stonecrest),all atlanta,0,0
cell phones,3/15/15 9:20,Samsung Galaxy S5 trade for Iphone 6,US,450,atlanta,GA, (Jonesboro),all atlanta,0,0
cell phones,3/15/15 9:32,White IPhone 6 16g T-mobile,US,550,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/15/15 9:32,Apple Iphone 5 In Good condition $175.00,US,175,atlanta,GA, (Austell),all atlanta,5,1
cell phones,3/15/15 9:38,Iphone 5,US,400,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,3/15/15 9:39,T-Mobile iphone 6+ 600 obo like new,US,600,atlanta,GA, (Marietta),all atlanta,6+,1
cell phones,3/15/15 9:46,At&amp;t Iphone 5 (black/slate) 32GB + screen protectors+ 3phone cases.,US,350,atlanta,GA,,all atlanta,5,1
cell phones,3/15/15 9:46,At&amp;t Iphone 5 (black/slate) 32GB + screen protectors+ 3phone cases.,US,350,atlanta,GA, (conyers),all atlanta,5,1
cell phones,3/15/15 9:47,At&amp;t Iphone 5 (black/slate) 32GB + screen protectors+ 3phone cases.,US,350,atlanta,GA,,all atlanta,5,1
cell phones,3/15/15 9:47,At&amp;t Iphone 5 (black/slate) 32GB + screen protectors+ 3phone cases.,US,350,atlanta,GA, (conyers),all atlanta,5,1
cell phones,3/15/15 9:47,At&amp;t Iphone 5 (black/slate) 32GB + screen protectors+ 3phone cases.,US,350,atlanta,GA,,all atlanta,5,1
cell phones,3/15/15 10:01,iPhone 5c unlocked,US,170,atlanta,GA, (Douglasville),all atlanta,5c,1
cell phones,3/15/15 10:14,Verizon Iphone 4 8gb,US,75,atlanta,GA, (atlanta),all atlanta,4,1
cell phones,3/15/15 10:16,T-Mobile Iphone 6 plus,US,650,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/15/15 10:17,SPRINT IPHONE 5 CASH ONLY OBO,US,150,atlanta,GA, (snellville),all atlanta,5,1
cell phones,3/15/15 10:17,SPRINT IPHONE 5 CASH ONLY,US,150,atlanta,GA, (snellville),all atlanta,5,1
cell phones,3/15/15 10:19,Iphone 4 8gb Sprint White,US,75,atlanta,GA, (Atlanta),all atlanta,4,1
cell phones,3/15/15 10:19,BRAND NEW CONDITION VERIZON FACTORY UNLOCKED IPHONE 6 PLUS 16G FOR SALE!!!,US,600,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,3/15/15 10:24,➨➨➨NIB iPhone 6 64 gb ATT Cricket H20 or can be unlocked,US,600,atlanta,GA," (Doraville, Norcross, Chamblee)",all atlanta,6,1
cell phones,3/15/15 10:40,I have a 9/10 Sprint Iphone 5s for sale or trade for a Verizon GS5,US,300,atlanta,GA, (Metro Atlanta),all atlanta,0,0
cell phones,3/15/15 11:12,IPhone 6 for sale and Samsung gear fit watch,US,580,atlanta,GA,,all atlanta,6,1
cell phones,3/15/15 11:34,Iphone 4 Verizon,US,100,atlanta,GA, (Flowery Branch),all atlanta,4,1
cell phones,3/15/15 11:37,APPLE IPHONE 5C White 16gb Cricket Wireless or Sprint,US,200,atlanta,GA, (Midtown),all atlanta,5c,1
cell phones,3/15/15 11:41,IPhone 4 16 gig AT&amp;T unlocked,US,150,atlanta,GA,,all atlanta,4,1
cell phones,3/15/15 12:34,IPHONE 5C,US,100,atlanta,GA, (Dallas),all atlanta,5c,1
cell phones,3/15/15 12:55,Apple iPhone 5 - 16GB White&amp; Silver AT&amp;T,US,250,atlanta,GA," (Canton, GA)",all atlanta,5,1
cell phones,3/15/15 12:57,iPhone 5s gold 16gb,US,350,atlanta,GA, (Alpharetta),all atlanta,5s,1
cell phones,3/15/15 13:20,iPhone 6 waterproof case by LifeProof,US,70,atlanta,GA, (Lilburn/Stone Mt.),all atlanta,0,0
cell phones,3/15/15 13:20,IPHONE 516 G WHITE ICLOUD IS LOCKED $80,US,80,atlanta,GA, (buford),all atlanta,5,1
cell phones,3/15/15 13:20,BRAND NEW! iPhone 6-Gold 16GB!!!,US,400,atlanta,GA,,all atlanta,6,1
cell phones,3/15/15 13:22,"iPhone 4s crack screen, 16gb Black, Tmobile",US,100,atlanta,GA, (lawrenceville),all atlanta,4s,1
cell phones,3/15/15 13:22,iPhone 5 White 16 gb no scratches,US,200,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,3/15/15 13:35,iPhone 5S 16GB T-Mobile for Sale,US,350,atlanta,GA, (Johns creek),all atlanta,5s,1
cell phones,3/15/15 13:35,iPhone 6 16GB for Sale T-Mobile,US,550,atlanta,GA, (Norcross),all atlanta,6,1
cell phones,3/15/15 13:35,iPhone 6 plus 128GB for Sale Verizon,US,850,atlanta,GA, (Duluth),all atlanta,6+,1
cell phones,3/15/15 13:36,iPhone 5S 32GB AT&amp;T for Sale,US,450,atlanta,GA, (Duluth),all atlanta,5s,1
cell phones,3/15/15 13:36,Gold iPhone 5S 32GB for AT&amp;T,US,400,atlanta,GA, (Duluth),all atlanta,5s,1
cell phones,3/15/15 13:41,Sprint White Apple iPhone 4S 16gb,US,100,atlanta,GA, (Marietta/Kennesaw),all atlanta,4s,1
cell phones,3/15/15 13:44,iPhone 6 16GB T-Mobile for Sale,US,550,atlanta,GA, (Duluth),all atlanta,6,1
cell phones,3/15/15 13:45,iPhone 5S 64GB Factory Unlocked for Sale,US,475,atlanta,GA,,all atlanta,5s,1
cell phones,3/15/15 13:45,Iphone 4 - 8gb AT&amp;T unlocked like new,US,100,atlanta,GA,,all atlanta,4,1
cell phones,3/15/15 13:51,New Condition iPhone 5S 32GB Factory Unlocked,US,475,atlanta,GA,,all atlanta,5s,1
cell phones,3/15/15 13:55,iphone 5 32gb AT&amp;T,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,3/15/15 14:00,AT&amp;T(Can be unlocked) iPhone 5S Space Gray 16GB,US,350,atlanta,GA, (Atlanta/Decatur),all atlanta,5s,1
cell phones,3/15/15 14:31,2 iPhone 4 sprint clean meid,US,100,atlanta,GA, (Marietta),all atlanta,4,1
cell phones,3/15/15 14:35,iPhone 5C Cracked Screen Fix - 100+ Reviews,US,70,atlanta,GA, (Atlanta),all atlanta,0,0
cell phones,3/15/15 14:48,Lifeproof case iPhone 6,US,60,atlanta,GA,,all atlanta,0,0
cell phones,3/15/15 14:50,Iphone 6 sprint 16 gb clean esn!!! Extras,US,475,atlanta,GA, (woodstock),all atlanta,6,1
cell phones,3/15/15 14:50,Sprint PCS iPhone 4s - Great Condition,US,150,atlanta,GA,,all atlanta,4s,1
cell phones,3/15/15 15:09,Sprint iPhone 4S White 16GB,US,110,atlanta,GA, (Alpharetta),all atlanta,4s,1
cell phones,3/15/15 15:09,iPhone 5c pink 32gb,US,250,atlanta,GA, (Cumming),all atlanta,5c,1
